procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 1  0 7999484 176092  35624 785484    0    0     0   139 2240 5712  4  3 92  1  0 2023-12-08 01:29:35
 0  0 7999484 176524  35632 785420    0    0     0    14 2206 5715  3  3 93  0  0 2023-12-08 01:29:40
 1  0 7999484 176308  35640 785420    0    0     0     6 2166 5632  3  4 93  0  0 2023-12-08 01:29:45
 2  0 7999484 171100  35648 791060    0    0     0     7 2243 5851  4  4 92  0  0 2023-12-08 01:29:50
 0  0 7999484 171032  35656 790964    0    0     0     5 2190 5643  4  4 92  0  0 2023-12-08 01:29:55
 1  0 7999484 171100  35664 790756    0    0     0     4 2136 5585  4  4 92  0  0 2023-12-08 01:30:00
 1  0 7999484 176580  35696 785428    0    0     0    34 2218 5767  3  4 92  1  0 2023-12-08 01:30:05
 0  0 7999484 176300  35704 785580    0    0    30    13 2242 5918  4  4 91  1  0 2023-12-08 01:30:10
 0  0 7999484 175976  35712 785752    0    0    26    55 2292 5912  4  3 92  1  0 2023-12-08 01:30:15
 0  0 7999484 170940  35720 791336    0    0     0     6 2348 6134  4  4 92  0  0 2023-12-08 01:30:20
 1  0 7999484 172696  35728 791256    0    0     0     6 2215 5785  4  4 91  1  0 2023-12-08 01:30:25
 0  0 7999484 177400  35736 785712    0    0     0     6 2165 5652  3  4 93  0  0 2023-12-08 01:30:30
 0  0 7999484 178224  35768 785776    0    0    13    82 2180 5673  3  3 92  1  0 2023-12-08 01:30:35
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 1  0 7999484 178472  35776 785776    0    0     0    12 2176 5662  3  4 93  0  0 2023-12-08 01:30:40
 0  0 7999484 177356  35784 785780    0    0     0    10 2209 5648  3  4 93  0  0 2023-12-08 01:30:45
 0  0 7999484 170672  35792 791404    0    0     0    95 2240 5758  4  4 92  1  0 2023-12-08 01:30:50
 1  0 7999484 171804  35800 791564    0    0    39     7 2157 5574  3  3 93  1  0 2023-12-08 01:30:55
 0  0 7999484 171652  35808 791532    0    0    43     8 2167 5607  3  3 93  1  0 2023-12-08 01:31:00
 0  0 7999484 176952  35840 786284    0    0     5    34 2227 5793  3  4 93  1  0 2023-12-08 01:31:05
 0  0 7999484 176704  35848 786284    0    0     0    16 2212 5815  3  4 93  0  0 2023-12-08 01:31:10
 0  0 7999484 175104  35856 786372    0    0    17     7 2195 5735  3  3 93  1  0 2023-12-08 01:31:15
 0  0 7999480 169140  35920 792924    1    0   179   131 2617 6763  4  4 89  3  0 2023-12-08 01:31:20
 0  0 7999476 169264  35928 793048    1    0    34    34 2172 5616  3  4 92  1  0 2023-12-08 01:31:25
 0  0 7999476 177788  35936 787600    0    0    19     5 2150 5588  3  4 93  0  0 2023-12-08 01:31:30
 0  0 7999476 178008  35968 787608    0    0     1    75 2180 5614  3  4 92  1  0 2023-12-08 01:31:35
 0  0 7999476 177480  35976 787844    0    0    47    10 2169 5665  3  4 93  1  0 2023-12-08 01:31:40
 0  0 7999476 177636  35984 787908    0    0     0    78 2194 5658  3  4 92  0  0 2023-12-08 01:31:45
 0  0 7999476 171808  35992 793428    0    0     0     6 2282 5836  3  4 92  0  0 2023-12-08 01:31:50
 2  0 7999476 171784  36000 793412    0    0     0     4 2130 5557  3  4 93  0  0 2023-12-08 01:31:55
 1  0 7999476 172096  36008 793180    0    0     0     5 2203 5670  4  4 92  0  0 2023-12-08 01:32:00
 0  0 7999476 178452  36040 787940    0    0     5    31 2196 5774  3  4 92  1  0 2023-12-08 01:32:05
 1  0 7999476 177616  36048 787940    0    0     0    11 2146 5641  4  3 93  0  0 2023-12-08 01:32:10
 0  0 7999476 176780  36056 788016    0    0     7     7 2235 5792  4  4 92  1  0 2023-12-08 01:32:15
 0  0 7999476 169900  36064 793568    0    0     1    68 2309 5946  4  4 92  0  0 2023-12-08 01:32:20
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 2  0 7999476 169828  36072 793608    0    0     0    62 2201 5670  4  4 92  1  0 2023-12-08 01:32:25
 0  0 7999476 174912  36080 787984    0    0     0    10 2157 5585  3  4 93  0  0 2023-12-08 01:32:30
 0  0 7999476 175996  36112 787984    0    0     0    31 2202 5668  3  3 93  1  0 2023-12-08 01:32:35
 0  0 7999476 175964  36120 787984    0    0     0    10 2195 5662  3  3 93  0  0 2023-12-08 01:32:40
 0  0 7999476 175888  36128 788024    0    0     0    30 2174 5600  3  4 92  1  0 2023-12-08 01:32:45
 0  0 7999476 175080  36136 788096    0    0    14     6 2265 5779  4  4 92  1  0 2023-12-08 01:32:50
 0  0 7999476 169828  36144 793640    0    0     0     6 2147 5576  3  3 93  0  0 2023-12-08 01:32:55
 0  0 7999476 169492  36152 793392    0    0     0    21 2153 5558  3  4 93  0  0 2023-12-08 01:33:00
 0  0 7999476 174136  36184 788184    0    0     0    37 2149 5598  3  3 92  1  0 2023-12-08 01:33:05
 1  0 7999476 174540  36192 788184    0    0     0    52 2196 5698  4  4 92  0  0 2023-12-08 01:33:10
 2  0 7999476 174140  36200 788184    0    0     0    10 2161 5591  3  4 93  0  0 2023-12-08 01:33:15
 0  0 7999476 168632  36208 793376    0    0    14    51 2304 5912  4  4 92  0  0 2023-12-08 01:33:20
 0  0 7999476 168352  36216 793840    0    0     0     6 2196 5516  3  4 93  0  0 2023-12-08 01:33:25
 0  0 7999476 173684  36224 788256    0    0     0     6 2160 5585  3  3 93  0  0 2023-12-08 01:33:30
 0  0 7999476 173468  36256 788236    0    0     0    31 2140 5552  3  4 93  1  0 2023-12-08 01:33:35
 0  0 7999476 174552  36264 788256    0    0     0    24 2140 5546  3  3 93  0  0 2023-12-08 01:33:40
 0  0 7999476 173616  36272 788388    0    0     0     7 2173 5569  3  4 93  0  0 2023-12-08 01:33:45
 2  0 7999476 168944  36280 793532    0    0     0    61 2254 5772  4  4 92  0  0 2023-12-08 01:33:50
 0  0 7999476 168196  36288 793880    0    0     0     5 2167 5590  3  4 93  0  0 2023-12-08 01:33:55
 0  0 7999476 168388  36296 793520    0    0     0     5 2218 5645  4  4 93  0  0 2023-12-08 01:34:00
 0  0 7999472 171464  36676 788448    1    0    87    46 2210 5758  3  4 91  2  0 2023-12-08 01:34:05
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 2  0 7999472 171028  36684 788792    0    0    64    14 2178 5687  4  3 92  0  0 2023-12-08 01:34:10
 1  1 7999472 170852  36692 788932    0    0     2    27 2193 5641  4  4 92  1  0 2023-12-08 01:34:15
 0  1 7999472 166984  36700 793928    0    0     0    36 2289 5963  3  4 92  0  0 2023-12-08 01:34:20
 0  1 7999472 167284  36708 794344    0    0     0     5 2186 5691  4  4 93  0  0 2023-12-08 01:34:25
 0  1 7999472 172460  36716 788800    0    0     0     5 2158 5592  3  4 93  0  0 2023-12-08 01:34:30
 0  1 7999472 172212  36724 788804    0    0     0    60 2207 5699  4  3 93  0  0 2023-12-08 01:34:35
 0  0 7999472 171964  36748 788940    0    0    26    26 2132 5543  4  3 92  1  0 2023-12-08 01:34:40
 0  0 7999472 171868  36756 789072    0    0     0    13 2159 5615  3  4 93  0  0 2023-12-08 01:34:45
 1  0 7999472 166104  36764 794060    0    0     0    71 2235 5793  3  4 93  0  0 2023-12-08 01:34:50
 1  0 7999472 165112  36772 794588    0    0     0     6 2143 5575  3  4 93  0  0 2023-12-08 01:34:55
 0  0 7999472 167536  36780 794212    0    0     0     5 2160 5583  3  4 93  0  0 2023-12-08 01:35:00
 0  0 7999472 172676  36788 789032    0    0     5     5 2212 5765  3  3 93  0  0 2023-12-08 01:35:05
 2  0 7999472 172336  36820 789036    0    0     0    34 2239 5918  4  4 91  1  0 2023-12-08 01:35:10
 0  0 7999472 172192  36828 789168    0    0     0    16 2159 5634  3  3 93  0  0 2023-12-08 01:35:15
 0  0 7999472 161532  36844 799608    0    0    23    25 2284 6172  4  4 92  1  0 2023-12-08 01:35:20
 0  0 7999472 166600  36852 794776    0    0     0    28 2185 5649  3  4 93  0  0 2023-12-08 01:35:25
 1  0 7999472 172056  36860 789152    0    0     0     4 2156 5680  4  4 92  0  0 2023-12-08 01:35:30
 2  0 7999472 172272  36868 789152    0    0     0    50 2179 5644  3  4 93  0  0 2023-12-08 01:35:35
 1  0 7999472 171560  36892 789152    0    0     0    27 2174 5688  3  3 92  1  0 2023-12-08 01:35:40
 0  0 7999472 174116  36900 789284    0    0     0    50 2145 5559  3  4 93  0  0 2023-12-08 01:35:45
 0  0 7999472 168836  36908 794392    0    0     0    12 2133 5603  3  4 93  0  0 2023-12-08 01:35:50
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 0  0 7999472 168680  36916 794776    0    0     0     7 2179 5678  3  4 93  0  0 2023-12-08 01:35:55
 0  0 7999472 168564  36924 794488    0    0     0    25 2091 5563  4  4 93  0  0 2023-12-08 01:36:00
 0  0 7999472 173144  36932 789284    0    0     0    78 2240 5765  4  3 93  0  0 2023-12-08 01:36:05
 3  0 7999472 172896  36964 789364    0    0    16    39 2210 5790  4  4 92  1  0 2023-12-08 01:36:10
 0  0 7999472 171236  36972 789364    0    0    11    14 2206 5722  4  4 92  0  0 2023-12-08 01:36:15
 0  0 7999460 165548  37044 794792    4    0    21    68 2730 6623  7  3 87  3  0 2023-12-08 01:36:20
 0  0 7999460 164640  37052 795232    0    0     0     6 2163 5772  3  4 92  0  0 2023-12-08 01:36:25
 0  0 7999460 170228  37060 789608    0    0     0     4 2206 5712  3  4 92  0  0 2023-12-08 01:36:30
 0  0 7999460 169700  37068 789608    0    0     0     5 2146 5583  3  3 93  0  0 2023-12-08 01:36:35
 0  0 7999460 168320  37092 789608    0    0     0   108 2185 5664  4  3 93  1  0 2023-12-08 01:36:40
 3  0 7999460 168748  37100 789920    0    0    35    14 2188 5700  3  3 93  1  0 2023-12-08 01:36:45
 0  0 7999460 164216  37108 794988    0    0     0     8 2181 5723  3  4 93  0  0 2023-12-08 01:36:50
 2  0 7999460 164368  37116 795412    0    0     0    18 2127 5604  3  4 93  0  0 2023-12-08 01:36:55
 0  0 7999460 163696  37124 795060    0    0     0     4 2084 5464  4  3 93  0  0 2023-12-08 01:37:00
 0  0 7999460 169268  37132 789924    0    0     0     4 2277 5979  3  4 93  0  0 2023-12-08 01:37:05
 0  0 7999460 168956  37164 789924    0    0     0    34 2260 5987  3  4 92  1  0 2023-12-08 01:37:10
 0  0 7999460 179404  37172 790444    0    0    52    15 2739 6168  7  4 89  1  0 2023-12-08 01:37:15
 0  0 7999460 174452  37180 795552    0    0     0    89 2538 6833  4  4 92  1  0 2023-12-08 01:37:20
 0  0 7999460 174448  37188 795936    0    0     0     9 2277 6053  3  4 93  0  0 2023-12-08 01:37:25
 1  0 7999460 180060  37196 790312    0    0     0     6 2133 5610  3  4 93  0  0 2023-12-08 01:37:30
 0  0 7999460 177812  37204 790312    0    0     0    49 2221 5680  4  3 92  1  0 2023-12-08 01:37:35
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 1  0 7999460 178200  37236 790440    0    0    26    38 2102 5611  3  4 92  1  0 2023-12-08 01:37:40
 0  0 7999460 177824  37252 790476    0    0     1    71 2171 5688  3  4 91  2  0 2023-12-08 01:37:45
 0  0 7999460 173800  37260 795744    0    0    14    63 2199 5789  3  4 93  0  0 2023-12-08 01:37:50
 0  0 7999460 173704  37268 796104    0    0     0     4 2179 5690  3  3 93  0  0 2023-12-08 01:37:55
 0  0 7999456 168564  37284 800976    2    0     2    16 2143 5741  4  3 92  1  0 2023-12-08 01:38:00
 0  0 7999456 178508  37292 790560    0    0     7    14 2165 5640  3  4 92  1  0 2023-12-08 01:38:05
 0  0 7999456 177640  37324 790560    0    0     0    35 2176 5723  4  3 92  1  0 2023-12-08 01:38:10
 0  0 7999456 177124  37332 790584    0    0     0    13 2147 5608  4  3 93  0  0 2023-12-08 01:38:15
 0  0 7999456 171904  37340 795772    0    0     2    83 2226 5832  4  3 92  0  0 2023-12-08 01:38:20
 0  0 7999456 170568  37348 796156    0    0     0    37 2164 5670  4  3 93  0  0 2023-12-08 01:38:25
 2  0 7999456 175528  37356 790572    0    0     0     4 2111 5554  3  3 93  0  0 2023-12-08 01:38:30
 1  0 7999456 175992  37364 790572    0    0     0     6 2140 5611  3  4 93  0  0 2023-12-08 01:38:35
 1  0 7999456 176240  37396 790700    0    0     0    32 2118 5593  3  4 92  1  0 2023-12-08 01:38:40
 2  0 7999456 175476  37404 790832    0    0     0    11 2157 5625  4  3 93  0  0 2023-12-08 01:38:45
 0  0 7999456 171840  37412 796036    0    0    19     6 2148 5650  3  3 93  0  0 2023-12-08 01:38:50
 0  0 7999456 172084  37420 796380    0    0     0     6 2164 5675  3  3 93  0  0 2023-12-08 01:38:55
 0  0 7999456 172556  37428 796068    0    0     0    16 2104 5568  3  3 93  0  0 2023-12-08 01:39:00
 0  0 7999456 177572  37436 791004    0    0    14    10 2170 5671  3  3 93  1  0 2023-12-08 01:39:05
 0  0 7999456 176828  37468 791244    0    0    22    31 2156 5702  4  3 92  1  0 2023-12-08 01:39:10
 0  0 7999456 171932  37476 796396    0    0    19    61 2151 5614  3  4 93  0  0 2023-12-08 01:39:15
 2  0 7999456 171996  37484 796860    0    0     0    10 2232 5858  3  3 93  0  0 2023-12-08 01:39:20
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 1  0 7999456 171088  37492 796916    0    0     0     5 2168 5686  4  3 93  0  0 2023-12-08 01:39:25
 0  0 7999456 176396  37500 791276    0    0     0     4 2106 5525  3  4 93  0  0 2023-12-08 01:39:30
 0  0 7999456 175964  37508 791276    0    0     0    67 2138 5615  3  3 93  0  0 2023-12-08 01:39:35
 0  0 7999456 175064  37540 791276    0    0     0    38 2159 5676  3  3 93  1  0 2023-12-08 01:39:40
 0  0 7999456 172492  37548 796396    0    0     0    39 2199 5698  3  4 93  0  0 2023-12-08 01:39:45
 0  0 7999456 172120  37556 796908    0    0    17     9 2170 5698  3  3 93  0  0 2023-12-08 01:39:50
 0  0 7999456 170212  37564 797028    0    0    10     8 2182 5675  4  3 92  1  0 2023-12-08 01:39:55
 0  0 7999456 168824  37572 796716    0    0     0     8 2166 5609  4  4 92  0  0 2023-12-08 01:40:00
 1  0 7999456 174304  37580 791448    0    0     0    10 2137 5609  3  4 93  0  0 2023-12-08 01:40:05
 1  0 7999456 173176  37612 791836    0    0    77    46 3074 6099  5  4 90  2  0 2023-12-08 01:40:10
 0  0 7999456 166652  37620 797020    0    0     0    16 2259 5871  4  4 93  0  0 2023-12-08 01:40:15
 0  0 7999456 165004  37628 797392    0    0     2    82 2350 6095  4  3 92  1  0 2023-12-08 01:40:20
 2  0 7999456 163892  37636 797456    0    0     0     9 2167 5728  4  4 92  1  0 2023-12-08 01:40:25
 0  0 7999456 168200  37644 791848    0    0     0     8 2126 5538  3  3 93  0  0 2023-12-08 01:40:30
 0  0 7999456 169272  37652 792012    0    0    33    10 2202 5714  3  3 93  0  0 2023-12-08 01:40:35
 0  0 7999456 167364  37684 792188    0    0     9    89 2189 5677  3  3 85  9  0 2023-12-08 01:40:40
 1  0 7999456 163392  37692 797472    0    0     0    24 2164 5725  3  4 93  0  0 2023-12-08 01:40:45
 0  0 7999456 163608  37700 797776    0    0     0    32 2178 5669  3  3 93  0  0 2023-12-08 01:40:50
 0  0 7999456 164196  37708 797816    0    0     0   122 2190 5617  3  4 93  0  0 2023-12-08 01:40:55
 0  0 7999456 164256  37716 797464    0    0     0     4 2093 5452  4  4 92  0  0 2023-12-08 01:41:00
 0  0 7999456 169528  37724 792292    0    0     6     7 2369 6166  3  4 93  0  0 2023-12-08 01:41:05
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 0  0 7999456 167404  37756 792292    0    0     0    94 2293 6074  4  4 92  1  0 2023-12-08 01:41:10
 1  0 7999456 163124  37764 797412    0    0     0    13 2321 6115  3  3 93  0  0 2023-12-08 01:41:15
 0  0 7999456 160520  37836 798060    0    0    15    62 2783 7000  4  4 90  2  0 2023-12-08 01:41:20
 0  0 7999456 160968  37844 797916    0    0     0     6 2223 5805  3  3 93  0  0 2023-12-08 01:41:25
 0  0 7999456 166736  37852 792412    0    0     0     6 2151 5596  3  3 93  0  0 2023-12-08 01:41:30
 0  0 7999456 169836  37860 792412    0    0     0     4 2193 5660  3  3 93  0  0 2023-12-08 01:41:35
 0  0 7999456 169960  37884 792412    0    0     0    28 2155 5613  3  4 92  1  0 2023-12-08 01:41:40
 1  0 7999456 164752  37892 797532    0    0     0    77 2209 5644  3  4 92  1  0 2023-12-08 01:41:45
 0  0 7999456 162892  37900 797996    0    0     0    18 2249 5790  4  3 93  0  0 2023-12-08 01:41:50
 0  0 7999456 163544  37908 797996    0    0     0     7 2191 5671  3  4 93  0  0 2023-12-08 01:41:55
 1  0 7999456 162400  37916 797720    0    0     7     6 2141 5566  3  3 93  1  0 2023-12-08 01:42:00
 0  0 7999456 168004  37924 792588    0    0     2     7 2231 5773  3  4 92  1  0 2023-12-08 01:42:05
 0  0 7999456 167540  37956 792588    0    0     0    31 2179 5664  4  4 92  1  0 2023-12-08 01:42:10
 0  0 7999456 160024  37964 797756    0    0    10    13 2204 5685  4  3 92  1  0 2023-12-08 01:42:15
 0  0 7999456 160228  37972 798864    0    0   115    93 2366 6059  4  3 91  1  0 2023-12-08 01:42:20
 0  0 7999456 160228  37980 798864    0    0     0     5 2204 5727  4  4 92  0  0 2023-12-08 01:42:25
 2  0 7999456 165344  37988 793280    0    0     0    65 2153 5568  3  4 92  1  0 2023-12-08 01:42:30
 0  0 7999456 165932  37996 793280    0    0     0     4 2200 5665  4  4 93  0  0 2023-12-08 01:42:35
 0  0 7999456 165776  38028 793284    0    0     0    30 2145 5578  3  3 92  1  0 2023-12-08 01:42:40
 0  0 7999456 160352  38036 798536    0    0     0    38 2196 5644  3  4 91  1  0 2023-12-08 01:42:45
 2  0 7999456 160508  38044 799104    0    0    24     6 2195 5734  3  4 92  0  0 2023-12-08 01:42:50
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 1  0 7999456 160600  38052 799160    0    0     0    58 2159 5561  3  4 93  0  0 2023-12-08 01:42:55
 0  0 7999456 160664  38060 798808    0    0     0    14 2116 5518  3  3 93  0  0 2023-12-08 01:43:00
 0  0 7999456 165716  38068 793612    0    0     1     7 2166 5619  3  4 92  0  0 2023-12-08 01:43:05
 0  0 7999456 165716  38100 793612    0    0     0    32 2175 5693  3  3 93  1  0 2023-12-08 01:43:10
 0  0 7999456 160200  38108 798732    0    0     0    14 2221 5697  3  4 93  0  0 2023-12-08 01:43:15
 2  0 7999456 160364  38116 799236    0    0     0     6 2198 5779  4  3 92  0  0 2023-12-08 01:43:20
 0  0 7999456 160428  38124 799156    0    0     0     4 2172 5598  3  4 93  0  0 2023-12-08 01:43:25
 1  0 7999456 165044  38132 793612    0    0     0    24 2171 5596  3  4 93  0  0 2023-12-08 01:43:30
 0  0 7999456 164920  38140 793612    0    0     0    50 2159 5575  4  4 93  0  0 2023-12-08 01:43:35
 0  0 7999456 164672  38172 793612    0    0     0    69 2145 5546  3  4 92  1  0 2023-12-08 01:43:40
 0  0 7999456 159960  38180 799240    0    0     0    13 2152 5588  3  4 93  0  0 2023-12-08 01:43:45
 0  0 7999456 159648  38188 799216    0    0    11     6 2212 5776  4  4 92  0  0 2023-12-08 01:43:50
 0  0 7999456 160336  38196 799216    0    0     0     4 2206 5723  4  4 92  0  0 2023-12-08 01:43:55
 0  0 7999456 159480  38204 798856    0    0     0    13 2177 5726  3  4 93  0  0 2023-12-08 01:44:00
 0  0 7999456 167432  38212 793804    0    0     2    17 2198 5651  4  4 92  0  0 2023-12-08 01:44:05
 0  0 7999456 166904  38244 793724    0    0     0    58 2185 5666  4  4 91  1  0 2023-12-08 01:44:10
 2  0 7999456 161912  38252 799348    0    0     0    47 2167 5599  4  4 92  0  0 2023-12-08 01:44:15
 0  0 7999456 161748  38260 799432    0    0    14     6 2400 6059  4  4 92  1  0 2023-12-08 01:44:20
 0  0 7999456 161648  38268 799360    0    0     0     4 2233 5806  3  4 92  0  0 2023-12-08 01:44:25
 0  0 7999456 167336  38276 793792    0    0     0     5 2146 5584  3  4 93  0  0 2023-12-08 01:44:30
 0  0 7999456 166016  38284 793796    0    0     0    51 2218 5700  3  4 93  0  0 2023-12-08 01:44:35
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 2  0 7999456 166312  38316 793904    0    0    22    34 2218 5746  4  3 92  1  0 2023-12-08 01:44:40
 0  0 7999456 161072  38324 799488    0    0     0    20 2171 5637  3  4 93  0  0 2023-12-08 01:44:45
 0  0 7999456 161164  38332 799588    0    0    12    69 2205 5725  3  4 92  0  0 2023-12-08 01:44:50
 1  0 7999456 160124  38340 799468    0    0     0     4 2196 5590  3  4 93  0  0 2023-12-08 01:44:55
 0  0 7999456 160484  38348 799236    0    0     0    58 2143 5555  4  3 93  0  0 2023-12-08 01:45:00
 1  0 7999456 165880  38356 793972    0    0     0     7 2175 5594  4  3 93  0  0 2023-12-08 01:45:05
 2  0 7999456 165256  38388 794064    0    0    18    30 2601 6665  4  4 91  1  0 2023-12-08 01:45:10
 0  0 7999456 159616  38396 799728    0    0    11    15 2339 6156  3  3 93  0  0 2023-12-08 01:45:15
 0  0 7999456 159740  38404 799916    0    0    34     6 2532 6735  4  4 92  1  0 2023-12-08 01:45:20
 1  0 7999456 158840  38412 799916    0    0     0     4 2216 5805  3  3 93  0  0 2023-12-08 01:45:25
 0  0 7999456 163552  38420 794292    0    0     0     6 2230 5804  3  4 93  0  0 2023-12-08 01:45:30
 1  0 7999456 163552  38428 794356    0    0     0    76 2226 5694  3  4 93  0  0 2023-12-08 01:45:35
 0  0 7999456 163024  38460 794296    0    0     0    30 2171 5619  3  4 93  1  0 2023-12-08 01:45:40
 0  0 7999456 157568  38468 799920    0    0     0    47 2182 5616  3  4 93  0  0 2023-12-08 01:45:45
 0  0 7999456 158220  38476 799920    0    0     0     6 2210 5731  4  4 93  0  0 2023-12-08 01:45:50
 2  0 7999456 158716  38484 799984    0    0    37     7 2182 5704  3  4 89  4  0 2023-12-08 01:45:55
 0  0 7999456 158600  38492 799752    0    0     0     6 2127 5526  4  4 92  0  0 2023-12-08 01:46:00
 1  0 7999456 163344  38500 794680    0    0     1     7 2189 5644  3  4 93  0  0 2023-12-08 01:46:05
 0  0 7999456 162104  38532 794728    0    0    10    50 2176 5711  4  4 92  1  0 2023-12-08 01:46:10
 1  0 7999456 157392  38540 800312    0    0     0    76 2198 5630  4  4 92  0  0 2023-12-08 01:46:15
 0  0 7999456 155996  38604 800848    0    0    90    62 2663 6586  5  4 89  2  0 2023-12-08 01:46:20
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 1  0 7999456 157672  38612 800808    0    0     0     7 2239 5828  4  4 93  0  0 2023-12-08 01:46:25
 0  0 7999456 162816  38620 795224    0    0     0     5 2146 5609  3  3 93  0  0 2023-12-08 01:46:30
 0  0 7999456 162692  38628 795224    0    0     0    48 2203 5674  4  3 93  0  0 2023-12-08 01:46:35
 0  0 7999456 162692  38660 795292    0    0     0    31 2168 5635  4  3 92  1  0 2023-12-08 01:46:40
 1  0 7999456 157112  38668 800772    0    0     0    33 2233 5644  3  3 93  0  0 2023-12-08 01:46:45
 0  0 7999456 157204  38676 800864    0    0     3    55 2245 5777  3  4 92  0  0 2023-12-08 01:46:50
 0  0 7999456 158748  38684 800744    0    0     0     5 2200 5693  3  4 93  0  0 2023-12-08 01:46:55
 0  0 7999456 157956  38692 800516    0    0     0     6 2146 5535  3  4 92  0  0 2023-12-08 01:47:00
 0  0 7999456 163064  38700 795252    0    0     0     7 2220 5765  4  4 92  0  0 2023-12-08 01:47:05
 0  0 7999456 163032  38724 795252    0    0     0    29 2190 5725  3  4 92  1  0 2023-12-08 01:47:10
 0  0 7999456 157020  38732 800888    0    0     0    14 2309 5974  4  3 92  0  0 2023-12-08 01:47:15
 0  0 7999456 157328  38740 800820    0    0     0    25 2262 5882  4  3 92  1  0 2023-12-08 01:47:20
 0  0 7999456 157112  38748 800872    0    0     0     5 2223 5724  3  4 93  0  0 2023-12-08 01:47:25
 1  0 7999456 162072  38756 795248    0    0     0     5 2180 5684  3  3 93  0  0 2023-12-08 01:47:30
 1  0 7999456 162040  38764 795244    0    0     0     4 2155 5592  3  4 93  0  0 2023-12-08 01:47:35
 1  0 7999456 161948  38796 795248    0    0     0    86 2153 5562  3  4 92  1  0 2023-12-08 01:47:40
 3  0 7999456 156988  38804 800880    0    0     0    75 2177 5579  3  3 92  1  0 2023-12-08 01:47:45
 0  0 7999456 155904  38812 800864    0    0     8     7 2291 5889  4  4 92  1  0 2023-12-08 01:47:50
 0  0 7999456 155764  38820 800800    0    0     0    24 2227 5698  4  4 92  0  0 2023-12-08 01:47:55
 0  0 7999456 155748  38828 800568    0    0     0     4 2333 6136  4  4 92  0  0 2023-12-08 01:48:00
 0  0 7999456 161000  38836 795428    0    0     0     7 2438 6534  4  4 92  0  0 2023-12-08 01:48:05
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 2  1 7999456 160472  38852 795520    0    0    20    22 2298 6124  3  4 92  1  0 2023-12-08 01:48:10
 0  0 7999456 156148  39000 801416    0    0    95    21 2233 5752  4  4 91  1  0 2023-12-08 01:48:15
 0  0 7999448 146752  39240 808348    2    0  1422   158 2379 6091  4  3 88  5  0 2023-12-08 01:48:20
 0  0 7999448 150208  39248 808260    0    0     0    15 2245 5830  4  4 92  0  0 2023-12-08 01:48:25
 0  0 7999448 155340  39256 802756    0    0     0    31 2221 5725  3  4 93  0  0 2023-12-08 01:48:30
 0  0 7999448 155928  39264 802756    0    0     0     5 2179 5615  4  3 93  0  0 2023-12-08 01:48:35
 0  0 7999448 156084  39272 802872    0    0    23     5 2131 5544  3  3 93  0  0 2023-12-08 01:48:40
 0  0 7999448 150348  39296 808456    0    0     0    29 2221 5758  3  3 92  1  0 2023-12-08 01:48:45
 0  0 7999448 150812  39304 808496    0    0     0    42 2200 5719  3  3 93  0  0 2023-12-08 01:48:50
 0  0 7999448 147916  39312 808676    0    0    36    10 2227 5676  3  3 93  1  0 2023-12-08 01:48:55
 0  0 7999448 148892  39384 809144    0    0   176    10 2180 5617  3  4 92  1  0 2023-12-08 01:49:00
 1  0 7999448 152364  39392 803948    0    0     1    24 2199 5707  4  3 93  0  0 2023-12-08 01:49:05
 0  0 7999444 152116  39400 803948    1    0     1     7 2182 5739  3  4 92  1  0 2023-12-08 01:49:10
